# FILE_NAME,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,NAXIS3,EXTEND,BZERO,DATE-OBS,OBJECT,UT,UT-END,UT-STR,HST,HST-END,HST-STR,MJD,MJD-END,MJD-STR,FRAMEID,EXPTIME,DATA-TYP,OBSERVAT,TELESCOP,INSTRUME,TIMESYS,PROP-ID,OBSERVER,OBS-ALOC,OBS-MOD,RADESYS,LONPOLE,RA,DEC,EQUINOX,TELFOCUS,FOC-VAL,AIRMASS,ZD,AZIMUTH,ALTITUDE,FOC-POS,AUTOGUID,M2-TYPE,OUT-HUM,OUT-PRS,OUT-TMP,OUT-WND,U_CAMERA,U_AQTINT,U_AQNCYC,U_FLCOFF,U_AQSDEL,U_AQDTIM,U_HWPANG,U_NLOOPS,U_LOOPIT,U_NPOLST,U_PLSTIT,U_ORGDIR,U_OGFNAM,U_OGFNUM,U_EMGAIN,U_QWP1,U_QWP2,U_FILTER,U_MASK,U_MANGLE,U_AOHWP,D_SADC,D_SADCA1,D_SADCA2,D_SADCDC,D_SADCFC,D_SADCMD,D_SADCPA,D_SADCP,D_SADCRA,D_SADCST,D_BS1,D_BS1P,D_BS1S,D_BS2,D_BS2P,D_BS2S,D_ENSHUT,D_BNCHI,D_BNCHO,D_BNCTI,D_BNCTO,D_IMRANG,D_IMRDEC,D_IMRMOD,D_IMRPAD,D_IMRPAP,D_IMRRA,D_IMR,D_ADFG,D_DMCMTX,D_DMGAIN,D_HDFG,D_HTTG,D_LDFG,D_LOOP,D_LTTG,D_PSUBG,D_STTG,D_TTCMTX,D_TTGAIN,D_WTTG,DATE,DARK_SUBTRACTED_TOTAL_MEDIAN_FLUX_FLC_1,DARK_SUBTRACTED_TOTAL_MEDIAN_FLUX_FLC_2,DARK_SUBTRACTED_TOTAL_FLUX_STD_FLC_1,DARK_SUBTRACTED_TOTAL_FLUX_STD_FLC_2,DARK_SUBTRACTED_TOTAL_FLUX_PHOTON_NOISE_FLC_1,DARK_SUBTRACTED_TOTAL_FLUX_PHOTON_NOISE_FLC_2,DARK_SUBTRACTED_TOTAL_FLUX_SEM_FLC_1,DARK_SUBTRACTED_TOTAL_FLUX_SEM_FLC_2
caldata_set3_20220428_775-50_EmptySlot_043_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,08:29.1,23:08:28:687,23:08:17:837,08:29.1,13:08:28:691,13:08:17:841,59697.96423,59697.96421,59697.96409,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,13:15.4,+19:44:50.98,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.9,619.2,281.75,6.6,1,10000,501,0,100000,10000,33.75,1,1,8,4,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,43,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50009,-07:59:08.37,ADI,-514727616.3,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:08:31,88194231.63,73550920.76,91523014.61,87700851.21,515413.622,469875.018,114260.9421,109489.2025
caldata_set3_20220428_775-50_EmptySlot_043_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,08:29.1,23:08:28:687,23:08:17:837,08:29.1,13:08:28:691,13:08:17:841,59697.96423,59697.96421,59697.96409,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,13:15.4,+19:44:50.98,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.9,619.2,281.75,6.6,2,10000,501,0,100000,10000,33.75,1,1,8,4,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,43,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50009,-07:59:08.37,ADI,-514727616.3,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:08:33,54442246.02,86887419.33,93350341.88,86534843.23,398212.8235,507417.7088,116542.2495,108033.5121
caldata_set3_20220428_775-50_EmptySlot_044_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,08:48.2,23:08:47:677,23:08:36:841,08:48.2,13:08:47:685,13:08:36:845,59697.96445,59697.96443,59697.96431,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,13:34.6,+19:44:51.42,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.1,619.1,281.65,6.6,1,10000,501,0,100000,10000,45,1,1,8,5,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,44,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514768529.1,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:08:50,69177577.67,112885018.5,93558533.02,86652653.42,455611.266,583921.3517,116802.1636,108180.591
caldata_set3_20220428_775-50_EmptySlot_044_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,08:48.2,23:08:47:677,23:08:36:841,08:48.2,13:08:47:685,13:08:36:845,59697.96445,59697.96443,59697.96431,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,13:34.6,+19:44:51.42,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.1,619.1,281.65,6.6,2,10000,501,0,100000,10000,45,1,1,8,5,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,44,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514768529.1,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:08:52,123469461.1,38391022.28,92263547.56,84242030.64,607804.566,333034.7701,115185.4526,105171.0745
caldata_set3_20220428_775-50_EmptySlot_045_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,09:07.4,23:09:06:846,23:08:56:012,09:07.4,13:09:06:851,13:08:56:016,59697.96467,59697.96465,59697.96454,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,13:53.8,+19:44:51.87,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.1,619.2,281.65,6.6,1,10000,501,0,100000,10000,56.25,1,1,8,6,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,45,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514811597.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:09:09,40208328.91,128184601.5,93989523.45,85169310.46,344743.7132,622622.1183,117340.229,106328.7272
caldata_set3_20220428_775-50_EmptySlot_045_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,09:07.4,23:09:06:846,23:08:56:012,09:07.4,13:09:06:851,13:08:56:016,59697.96467,59697.96465,59697.96454,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,13:53.8,+19:44:51.87,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.1,619.2,281.65,6.6,2,10000,501,0,100000,10000,56.25,1,1,8,6,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,45,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514811597.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:09:11,195552031.9,19865824.11,92433157.01,84038343.68,768419.0622,231172.3965,115397.1998,104916.7836
caldata_set3_20220428_775-50_EmptySlot_046_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,09:26.6,23:09:25:954,23:09:15:115,09:26.6,13:09:25:958,13:09:15:119,59697.96489,59697.96487,59697.96476,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,14:13.0,+19:44:52.32,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.2,619.1,281.65,6.6,1,10000,501,0,100000,10000,67.5,1,1,8,7,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,46,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514852514.8,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:09:28,18694795.93,110619098.3,96527078.82,80439849.93,231775.554,577940.387,120508.2133,100424.2821
caldata_set3_20220428_775-50_EmptySlot_046_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,09:26.6,23:09:25:954,23:09:15:115,09:26.6,13:09:25:958,13:09:15:119,59697.96489,59697.96487,59697.96476,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,14:13.0,+19:44:52.32,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.2,619.1,281.65,6.6,2,10000,501,0,100000,10000,67.5,1,1,8,7,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,46,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514852514.8,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:09:31,227466702.7,41481309.9,92070322.15,86920094.5,829598.7461,346679.5202,114944.2224,108514.475
caldata_set3_20220428_775-50_EmptySlot_047_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,09:45.5,23:09:45:087,23:09:34:256,09:45.5,13:09:45:091,13:09:34:260,59697.96511,59697.9651,59697.96498,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,14:32.0,+19:44:52.76,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.4,619.1,281.65,6.6,1,10000,501,0,100000,10000,78.75,1,1,8,8,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,47,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514893434.2,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:09:47,16216416.47,69678624.8,97203642.45,80721617.91,214815.58,457143.1109,121352.862,100776.0523
caldata_set3_20220428_775-50_EmptySlot_047_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,09:45.5,23:09:45:087,23:09:34:256,09:45.5,13:09:45:091,13:09:34:260,59697.96511,59697.9651,59697.96498,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,14:32.0,+19:44:52.76,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,30.4,619.1,281.65,6.6,2,10000,501,0,100000,10000,78.75,1,1,8,8,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,47,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,107.50006,-07:59:08.37,ADI,-514893434.2,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:09:50,200613191.5,92259373.79,92615586.45,85560226.68,778248.0832,523580.7692,115624.9519,106816.7624
caldata_set3_20220428_775-50_EmptySlot_048_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,10:24.4,23:10:23:916,23:10:13:068,10:24.4,13:10:23:920,13:10:13:072,59697.96556,59697.96554,59697.96543,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,15:11.0,+19:44:53.68,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.6,619.1,281.65,6.5,1,10000,501,0,100000,10000,0,1,1,8,1,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,48,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00002,-07:59:08.37,ADI,-514977433.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:10:26,14012098.07,70082871.13,93594828.24,83709721.08,199174.2677,458502.4479,116847.476,104506.5182
caldata_set3_20220428_775-50_EmptySlot_048_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,10:24.4,23:10:23:916,23:10:13:068,10:24.4,13:10:23:920,13:10:13:072,59697.96556,59697.96554,59697.96543,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,15:11.0,+19:44:53.68,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.6,619.1,281.65,6.5,2,10000,501,0,100000,10000,0,1,1,8,1,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,48,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00002,-07:59:08.37,ADI,-514977433.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:10:28,203241286.8,89169432.26,97064249.29,80349538.01,783260.4156,514633.6808,121178.8381,100311.5331
caldata_set3_20220428_775-50_EmptySlot_049_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,10:43.7,23:10:43:213,23:10:32:273,10:43.7,13:10:43:216,13:10:32:277,59697.96578,59697.96578,59697.96565,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,15:30.3,+19:44:54.13,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.5,619.1,281.65,6.6,1,10000,501,0,100000,10000,11.25,1,1,8,2,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,49,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515018359.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:10:46,31314968.76,34095906.92,94592040.95,86795255.64,303319.4192,316855.5876,118092.4356,108358.6213
caldata_set3_20220428_775-50_EmptySlot_049_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,10:43.7,23:10:43:213,23:10:32:273,10:43.7,13:10:43:216,13:10:32:277,59697.96578,59697.96578,59697.96565,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,15:30.3,+19:44:54.13,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.5,619.1,281.65,6.6,2,10000,501,0,100000,10000,11.25,1,1,8,2,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,49,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515018359.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:10:48,141188294.1,137198297.6,92339427.13,87430258.27,650948.5873,641262.0693,115280.1837,109151.3836
caldata_set3_20220428_775-50_EmptySlot_05_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,48:50.0,22:48:49:496,22:48:38:657,48:50.0,12:48:49:499,12:48:38:661,59697.95058,59697.95057,59697.95044,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,53:33.7,+19:44:24.58,2000,P_OPT2,3.4,1,0.08123,89.94936,89.91877,Nasmyth-IR,OFF,Opt,30.6,619.5,282.15,5.6,1,10000,501,0,100000,10000,56.25,1,1,8,6,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,5,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,45.00036,-07:59:08.37,ADI,-512193109.3,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T22:48:52,87975126.79,49189187.27,93350554.51,84976232.6,514817.1001,382795.9741,116542.515,106087.6811
caldata_set3_20220428_775-50_EmptySlot_05_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,48:50.0,22:48:49:496,22:48:38:657,48:50.0,12:48:49:499,12:48:38:661,59697.95058,59697.95057,59697.95044,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,53:33.7,+19:44:24.58,2000,P_OPT2,3.4,1,0.08123,89.94936,89.91877,Nasmyth-IR,OFF,Opt,30.6,619.5,282.15,5.6,2,10000,501,0,100000,10000,56.25,1,1,8,6,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,5,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,45.00036,-07:59:08.37,ADI,-512193109.3,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T22:48:54,25818120.13,107191746.5,95408217.24,84184791.86,268146.4505,565204.8124,119111.3823,105099.6153
caldata_set3_20220428_775-50_EmptySlot_050_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,11:03.1,23:11:02:596,23:10:51:728,11:03.1,13:11:02:599,13:10:51:734,59697.96601,59697.966,59697.96587,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,15:49.8,+19:44:54.59,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.7,619.2,281.65,6.5,1,10000,501,0,100000,10000,22.5,1,1,8,3,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,50,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515059287.6,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:11:05,60544770.85,17929229.81,87806749.45,72514065.73,425805.0111,226962.3522,109621.41,90529.42038
caldata_set3_20220428_775-50_EmptySlot_050_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,11:03.1,23:11:02:596,23:10:51:728,11:03.1,13:11:02:599,13:10:51:734,59697.96601,59697.966,59697.96587,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,15:49.8,+19:44:54.59,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.7,619.2,281.65,6.5,2,10000,501,0,100000,10000,22.5,1,1,8,3,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,50,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515059287.6,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:11:07,68560906.91,158376251.6,92523708.35,85142634.94,449152.7905,689812.554,115510.2476,106295.4244
caldata_set3_20220428_775-50_EmptySlot_051_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,11:22.0,23:11:21:579,23:11:10:704,11:22.0,13:11:21:582,13:11:10:709,59697.96623,59697.96622,59697.96609,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,16:08.7,+19:44:55.04,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.7,619.2,281.65,6.5,1,10000,501,0,100000,10000,33.75,1,1,8,4,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,51,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515100218,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:11:24,84658141.14,32080310.39,93948782.34,82729978.6,504838.1534,307291.8195,117289.3662,103283.369
caldata_set3_20220428_775-50_EmptySlot_051_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,11:22.0,23:11:21:579,23:11:10:704,11:22.0,13:11:21:582,13:11:10:709,59697.96623,59697.96622,59697.96609,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,16:08.7,+19:44:55.04,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.7,619.2,281.65,6.5,2,10000,501,0,100000,10000,33.75,1,1,8,4,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,51,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515100218,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:11:26,30706685.1,140216071.7,90700096.11,75160374.31,295138.1405,648351.299,113233.5782,93833.17642
caldata_set3_20220428_775-50_EmptySlot_052_cam1.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,11:41.4,23:11:40:897,23:11:29:957,11:41.4,13:11:40:900,13:11:29:960,59697.96645,59697.96644,59697.96631,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,16:28.1,+19:44:55.49,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.8,619.2,281.65,6.3,1,10000,501,0,100000,10000,45,1,1,8,5,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,52,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515141150.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:11:43,89315804.3,69672045.79,96891439.94,80209410.81,518777.5145,457138.5747,120963.0961,100136.5928
caldata_set3_20220428_775-50_EmptySlot_052_cam2.fits,TRUE,16,3,256,256,1002,TRUE,32768,4/28/22,lo dark,11:41.4,23:11:40:897,23:11:29:957,11:41.4,13:11:40:900,13:11:29:960,59697.96645,59697.96644,59697.96631,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,16:28.1,+19:44:55.49,2000,P_OPT2,3.4,1,0.08122,89.94924,89.91878,Nasmyth-IR,OFF,Opt,29.8,619.2,281.65,6.3,2,10000,501,0,100000,10000,45,1,1,8,5,/mnt/data/20220428/,caldata_set3_20220428_775-50_EmptySlot_0,52,300,128,168,775-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,11,0,120.00005,-07:59:08.37,ADI,-515141150.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T23:11:45,49381661.36,92266303.67,94373775.19,86589272.3,378304.0512,523358.9703,117819.9441,108101.4635
